,state_abbr,unemployment,year,Population,violent total,Murder,rape,Robbery,Aggravated assault,property total,Burglary,Larceny theft,vehicle theft,State
1004,MS,7.475,2005,2908496,280.0,7.4,39.4,82.7,150.1,3274.0,923.7,2093.0,258.0,Mississippi
1005,MS,6.542000000000001,2006,2910540,311.8,7.9,35.7,112.0,156.2,3190.2,931.7,1972.3,286.2,Mississippi
1006,MS,6.0920000000000005,2007,2918785,291.3,6.9,35.4,99.2,149.8,3113.9,932.7,1934.8,246.4,Mississippi
1007,MS,6.567,2008,2938618,304.3,8.0,32.6,104.8,158.9,2909.1,868.0,1828.4,212.8,Mississippi
1008,MS,9.475,2009,2951996,286.3,6.6,33.6,100.6,145.6,2958.2,1001.3,1772.7,184.2,Mississippi
1009,MS,10.383,2010,2970072,269.3,6.9,31.3,93.5,137.6,2983.0,1025.3,1777.2,180.4,Mississippi
1010,MS,9.975,2011,2977457,269.0,7.8,29.0,83.8,148.4,3016.3,1031.8,1819.6,164.8,Mississippi
1011,MS,8.975,2012,2986450,260.1,7.1,27.4,76.2,149.3,2810.5,940.4,1725.1,145.0,Mississippi
1012,MS,8.55,2013,2992206,277.5,7.3,24.3,80.6,155.4,2725.3,834.5,1744.3,146.6,Mississippi
1013,MS,7.5,2014,2994079,278.5,8.6,25.5,81.2,153.4,2921.2,813.3,1956.9,150.9,Mississippi
1014,MT,5.9670000000000005,1976,753000,180.3,5.0,13.5,35.6,126.2,4081.5,841.0,2932.7,307.8,Montana
1015,MT,6.3,1977,761000,218.0,5.4,16.7,39.2,156.8,3887.3,804.9,2773.2,309.2,Montana
1016,MT,5.75,1978,785000,237.6,4.8,15.8,36.8,180.1,3678.2,786.0,2585.1,307.1,Montana
1017,MT,5.183,1979,786000,224.2,4.2,20.6,33.1,166.3,4236.4,803.3,3121.8,311.3,Montana
1018,MT,6.117000000000001,1980,781592,222.6,4.0,21.0,34.0,163.6,4801.9,950.6,3529.6,321.7,Montana
1019,MT,6.85,1981,792000,253.0,3.4,22.1,38.1,189.4,4765.9,966.0,3519.4,280.4,Montana
1020,MT,8.517000000000001,1982,801000,224.8,3.9,14.9,33.1,173.0,4108.4,843.8,3006.1,258.4,Montana
1021,MT,8.633,1983,817000,212.6,3.7,19.8,23.5,165.6,4431.8,908.2,3294.7,228.9,Montana
1022,MT,7.6,1984,824000,237.6,4.4,20.6,27.4,185.2,4415.0,858.0,3286.4,270.6,Montana
1023,MT,7.683,1985,826000,208.5,5.8,19.2,20.9,162.5,4340.8,827.5,3238.0,275.3,Montana
1024,MT,7.933,1986,819000,157.4,2.9,17.3,19.5,117.6,4321.5,792.6,3314.0,214.9,Montana
1025,MT,7.45,1987,809000,151.2,4.1,19.8,24.2,103.1,4448.2,806.1,3404.3,237.8,Montana
1026,MT,6.642,1988,804000,123.0,2.6,16.8,22.6,81.0,4144.0,703.6,3224.0,216.4,Montana
1027,MT,5.792000000000001,1989,806000,116.0,2.9,18.0,17.0,78.2,3881.5,691.7,2964.3,225.6,Montana
1028,MT,5.957999999999999,1990,799065,159.3,4.9,24.4,21.7,108.4,4342.8,709.1,3391.2,242.5,Montana
1029,MT,6.917000000000001,1991,808000,139.9,2.6,19.8,18.6,98.9,3508.3,523.6,2778.3,206.3,Montana
1030,MT,6.742000000000001,1992,824000,169.9,2.9,25.5,26.9,114.6,4426.2,643.9,3548.9,233.4,Montana
1031,MT,6.05,1993,839000,177.5,3.0,27.9,32.4,114.2,4612.5,714.2,3652.1,246.2,Montana
1032,MT,5.257999999999999,1994,856000,177.1,3.3,27.2,32.7,113.9,4841.7,721.7,3833.8,286.2,Montana
1033,MT,5.65,1995,870000,171.4,4.0,26.6,29.1,111.7,4626.0,581.6,3769.8,274.6,Montana
1034,MT,5.308,1996,879000,161.0,3.9,27.1,29.7,100.3,4332.7,558.4,3518.5,255.7,Montana
1035,MT,5.332999999999999,1997,879000,132.1,4.8,19.5,20.4,87.5,4276.7,569.1,3459.7,247.9,Montana
1036,MT,5.542000000000001,1998,880000,204.2,2.0,26.7,26.4,149.1,4155.0,519.9,3402.3,232.8,Montana
1037,MT,5.257999999999999,1999,882779,236.8,2.5,33.2,27.1,174.0,3296.7,439.1,2645.4,212.3,Montana
1038,MT,4.958,2000,902195,311.1,2.2,34.1,22.5,252.3,3568.9,437.4,2957.0,210.2,Montana
1039,MT,4.55,2001,905382,352.0,3.8,20.8,25.4,302.1,3332.8,405.4,2726.4,201.1,Montana
1040,MT,4.417,2002,910372,351.2,1.8,26.0,31.1,292.3,3158.2,361.3,2601.0,195.9,Montana
1041,MT,4.717,2003,918157,365.0,3.3,26.8,32.5,302.5,3096.2,405.4,2483.2,207.6,Montana
1042,MT,4.7669999999999995,2004,926920,293.8,3.2,29.5,25.1,235.9,2936.1,379.2,2382.3,174.6,Montana
1043,MT,4.35,2005,934737,282.0,1.9,32.2,18.9,228.7,3146.0,389.6,2546.0,211.0,Montana
1044,MT,3.483,2006,944632,377.3,3.5,36.8,24.7,312.3,2856.8,357.8,2292.9,206.1,Montana
1045,MT,3.5580000000000003,2007,957861,379.8,2.8,37.9,24.3,314.8,2906.2,362.9,2329.7,213.6,Montana
1046,MT,5.067,2008,967440,311.4,4.1,37.0,21.1,249.2,2718.5,381.3,2153.5,183.7,Montana
1047,MT,6.8420000000000005,2009,974989,287.0,3.3,36.6,23.4,223.7,2546.3,378.1,2002.9,165.3,Montana
1048,MT,7.3,2010,990958,275.8,2.5,33.5,15.5,224.2,2564.1,372.6,2035.0,156.5,Montana
1049,MT,6.957999999999999,2011,997667,276.1,2.9,36.7,17.1,219.4,2394.1,335.5,1913.4,145.2,Montana
1050,MT,5.992000000000001,2012,1005494,278.8,2.9,39.0,20.1,216.8,2595.9,389.9,2037.2,168.9,Montana
1051,MT,5.417000000000001,2013,1014864,288.1,2.3,37.6,21.4,218.5,2581.1,406.2,1989.6,185.3,Montana
1052,MT,4.675,2014,1023579,323.7,3.6,42.0,19.8,247.4,2472.9,351.2,1922.1,199.6,Montana
1053,NC,6.257999999999999,1976,5469000,403.4,11.1,15.3,70.6,306.4,3477.8,1175.5,2124.0,178.3,North Carolina
1054,NC,5.9079999999999995,1977,5525000,407.1,10.6,17.0,61.3,318.3,3384.0,1154.1,2037.8,192.1,North Carolina
1055,NC,4.4830000000000005,1978,5577000,413.4,10.8,18.4,65.9,318.4,3468.7,1184.0,2083.4,201.3,North Carolina
1056,NC,4.75,1979,5606000,446.1,10.7,20.3,77.2,337.9,3926.4,1296.6,2406.4,223.4,North Carolina
1057,NC,6.392,1980,5843665,455.0,10.6,22.7,82.3,339.4,4185.5,1422.9,2546.4,216.1,North Carolina
1058,NC,6.507999999999999,1981,5951000,436.7,9.1,22.7,80.8,324.1,4083.5,1336.7,2548.8,198.1,North Carolina
1059,NC,9.2,1982,6019000,446.3,9.1,22.0,85.9,329.5,4096.9,1309.0,2603.4,184.5,North Carolina
1060,NC,8.992,1983,6082000,409.6,8.1,21.9,79.6,300.0,3774.1,1189.5,2418.1,166.5,North Carolina
1061,NC,6.725,1984,6165000,403.6,8.7,21.6,74.8,298.5,3640.5,1131.3,2330.9,178.3,North Carolina
1062,NC,5.582999999999999,1985,6255000,420.9,8.3,23.8,78.2,310.6,3700.5,1150.8,2358.6,191.0,North Carolina
1063,NC,5.2829999999999995,1986,6331000,475.9,8.1,26.4,87.7,353.6,3856.0,1225.0,2422.7,208.3,North Carolina
1064,NC,4.533,1987,6413000,484.0,8.1,29.1,93.9,352.9,4165.9,1356.1,2586.0,223.8,North Carolina
1065,NC,3.642,1988,6526000,501.9,7.8,28.1,108.6,357.4,4360.4,1391.2,2718.8,250.4,North Carolina
1066,NC,3.525,1989,6571000,546.4,8.9,29.9,133.5,374.1,4707.4,1503.5,2918.6,285.3,North Carolina
1067,NC,4.1,1990,6628637,623.5,10.7,34.3,152.1,426.4,4862.3,1530.4,3048.3,283.7,North Carolina
1068,NC,5.7829999999999995,1991,6737000,658.4,11.4,34.6,178.0,434.4,5230.3,1692.3,3238.7,299.3,North Carolina
1069,NC,6.05,1992,6843000,681.0,10.6,35.9,186.8,447.7,5121.2,1653.0,3181.6,286.6,North Carolina
1070,NC,5.033,1993,6945000,679.3,11.3,34.3,192.4,441.3,4973.0,1515.8,3168.8,288.5,North Carolina
1071,NC,4.383,1994,7070000,655.0,10.9,33.0,181.2,429.9,4970.3,1472.7,3195.7,301.9,North Carolina
1072,NC,4.3,1995,7195000,646.4,9.4,32.2,179.2,425.5,4993.1,1417.6,3264.9,310.6,North Carolina
1073,NC,4.3,1996,7323000,588.1,8.5,31.3,163.9,384.5,4938.1,1345.6,3257.0,335.5,North Carolina
1074,NC,3.75,1997,7425000,607.0,8.3,31.6,172.6,394.5,4884.5,1346.8,3208.5,329.2,North Carolina
1075,NC,3.45,1998,7546000,579.4,8.1,30.6,160.8,379.9,4742.8,1324.6,3092.0,326.2,North Carolina
1076,NC,3.1919999999999997,1999,7650789,542.1,7.2,28.2,158.0,348.7,4633.5,1286.9,3012.3,334.3,North Carolina
1077,NC,3.667,2000,8049313,497.6,7.0,27.1,156.5,307.0,4421.8,1216.1,2891.8,313.9,North Carolina
1078,NC,5.517,2001,8206105,493.1,6.2,25.4,162.1,299.4,4433.0,1241.6,2891.0,300.3,North Carolina
1079,NC,6.6579999999999995,2002,8305820,471.0,6.6,26.4,146.9,291.0,4258.6,1198.4,2760.8,299.4,North Carolina
1080,NC,6.375,2003,8421190,454.1,6.0,25.4,145.2,277.5,4270.9,1195.6,2755.9,319.3,North Carolina
1081,NC,5.492000000000001,2004,8540468,447.8,6.2,27.4,138.0,276.2,4160.5,1184.9,2659.7,316.0,North Carolina
1082,NC,5.233,2005,8672459,469.0,6.7,26.5,145.7,289.7,4080.0,1202.6,2549.0,328.0,North Carolina
1083,NC,4.75,2006,8856505,475.2,6.1,28.2,152.1,288.9,4116.2,1211.9,2564.4,339.9,North Carolina
1084,NC,4.725,2007,9061032,466.1,6.4,26.3,149.4,283.9,4082.2,1199.6,2574.1,308.5,North Carolina
1085,NC,6.1,2008,9222414,467.6,6.5,24.9,155.3,280.9,4041.9,1209.6,2542.5,289.8,North Carolina
1086,NC,10.575,2009,9380884,404.5,5.2,24.6,126.1,248.7,3663.9,1149.5,2301.7,212.7,North Carolina
1087,NC,10.85,2010,9560234,362.7,5.0,20.9,100.6,236.2,3443.5,1075.6,2176.3,191.6,North Carolina
1088,NC,10.275,2011,9651103,346.3,5.2,20.3,97.9,222.9,3500.2,1093.5,2232.4,174.3,North Carolina
1089,NC,9.292,2012,9748364,353.5,4.9,20.4,96.3,231.9,3370.8,1018.9,2186.5,165.4,North Carolina
1090,NC,7.992000000000001,2013,9848917,341.0,4.7,18.2,94.2,216.5,3103.2,915.7,2041.3,146.3,North Carolina
1091,NC,6.308,2014,9943964,329.5,5.1,17.5,84.6,215.4,2873.1,798.2,1937.8,137.1,North Carolina
1092,ND,3.708,1976,643000,71.9,1.4,5.6,16.2,48.7,2442.5,478.5,1804.5,159.4,North Dakota
1093,ND,4.567,1977,653000,67.1,0.9,9.0,13.3,43.8,2433.8,446.1,1843.0,144.7,North Dakota
1094,ND,4.258,1978,652000,67.0,1.2,8.9,15.6,41.3,2338.3,423.0,1767.2,148.2,North Dakota
1095,ND,4.025,1979,657000,61.3,1.5,8.2,9.9,41.7,2694.5,461.0,2071.1,162.4,North Dakota
1096,ND,4.933,1980,652437,54.0,1.2,9.5,7.7,35.6,2909.7,488.3,2242.2,179.2,North Dakota
1097,ND,4.842,1981,658000,67.5,2.3,8.7,12.9,43.6,2923.6,500.6,2258.2,164.7,North Dakota
1098,ND,5.55,1982,670000,61.8,0.7,9.9,12.7,38.5,2586.3,458.8,1987.2,140.3,North Dakota
1099,ND,5.667000000000001,1983,680000,53.7,2.1,12.5,7.8,31.3,2621.8,436.3,2056.3,129.1,North Dakota
1100,ND,5.2829999999999995,1984,686000,53.6,1.2,13.1,7.7,31.6,2529.7,399.1,2019.8,110.8,North Dakota
1101,ND,5.7,1985,685000,47.0,1.0,7.3,6.4,32.3,2632.4,427.0,2087.2,118.2,North Dakota
1102,ND,5.85,1986,679000,51.3,1.0,11.6,6.9,31.7,2554.2,385.1,2049.2,119.9,North Dakota
1103,ND,5.025,1987,672000,56.8,1.5,9.4,7.6,38.4,2776.2,455.4,2197.6,123.2,North Dakota
1104,ND,4.692,1988,663000,59.1,1.8,11.2,8.1,38.0,2668.9,437.7,2112.7,118.6,North Dakota
1105,ND,4.308,1989,660000,63.2,0.6,11.8,9.2,41.5,2497.7,358.9,2025.8,113.0,North Dakota
1106,ND,4.0169999999999995,1990,638800,73.9,0.8,17.8,7.8,47.4,2848.5,426.6,2288.8,133.1,North Dakota
1107,ND,4.375,1991,635000,65.4,1.1,18.3,8.0,38.0,2728.5,372.8,2229.0,126.8,North Dakota
1108,ND,4.75,1992,636000,83.3,1.9,23.3,7.9,50.3,2820.0,391.0,2279.6,149.4,North Dakota
1109,ND,4.292,1993,635000,82.2,1.7,23.5,8.3,48.7,2738.1,373.2,2216.2,148.7,North Dakota
1110,ND,3.725,1994,638000,81.8,0.2,23.4,11.1,47.2,2654.1,324.5,2178.5,151.1,North Dakota
1111,ND,3.233,1995,641000,86.7,0.9,22.8,10.0,53.0,2779.6,350.7,2249.8,179.1,North Dakota
1112,ND,2.925,1996,644000,84.0,2.2,24.1,11.0,46.7,2585.1,309.2,2085.9,190.1,North Dakota
1113,ND,2.717,1997,641000,87.2,0.9,24.8,6.4,55.1,2624.2,358.8,2085.3,180.0,North Dakota
1114,ND,2.883,1998,638000,89.3,1.1,33.2,10.2,44.8,2591.7,356.4,2058.6,176.6,North Dakota
1115,ND,3.275,1999,633666,66.9,1.6,22.4,8.8,34.1,2327.4,368.8,1795.1,163.5,North Dakota
1116,ND,2.975,2000,642200,81.4,0.6,26.3,8.7,45.8,2206.6,325.9,1727.2,153.5,North Dakota
1117,ND,2.9330000000000003,2001,636550,79.3,1.1,25.8,9.4,43.0,2330.4,340.1,1819.7,170.6,North Dakota
1118,ND,3.733,2002,633911,78.2,0.8,25.7,9.1,42.6,2328.7,353.8,1814.3,160.6,North Dakota
1119,ND,3.733,2003,633400,80.2,1.4,25.3,8.4,45.2,2109.9,309.3,1630.4,170.2,North Dakota
1120,ND,3.4330000000000003,2004,636308,87.7,1.3,27.8,6.8,51.9,1963.4,320.6,1495.5,147.3,North Dakota
1121,ND,3.4,2005,634605,111.0,1.9,28.4,8.5,72.5,2025.0,321.9,1534.0,169.0,North Dakota
1122,ND,3.217,2006,635867,197.4,2.2,37.9,11.8,145.5,2100.9,409.0,1521.1,170.8,North Dakota
1123,ND,3.117,2007,639715,209.9,2.7,39.4,11.7,156.2,2000.3,361.7,1485.0,153.5,North Dakota
1124,ND,3.167,2008,641481,224.6,1.7,51.6,11.4,159.9,2031.1,364.2,1524.9,142.0,North Dakota
1125,ND,4.1419999999999995,2009,646844,266.4,1.9,45.8,16.5,202.2,1980.8,375.1,1464.6,141.1,North Dakota
1126,ND,3.792,2010,674629,229.5,1.5,36.3,13.3,178.3,1780.2,296.5,1354.4,129.4,North Dakota
1127,ND,3.5,2011,684740,248.1,3.5,38.8,13.3,192.5,1947.3,359.0,1444.5,143.9,North Dakota
1128,ND,3.0669999999999997,2012,701345,245.7,3.6,39.8,18.1,184.2,2038.5,346.3,1523.8,168.4,North Dakota
1129,ND,2.917,2013,723857,273.4,2.2,39.8,22.2,199.9,2121.4,411.5,1511.6,198.2,North Dakota
1130,ND,2.675,2014,739482,265.1,3.0,37.3,23.4,190.3,2110.3,366.1,1539.5,204.7,North Dakota
1131,NE,3.225,1976,1553000,210.5,2.9,20.5,63.0,124.1,3351.4,684.2,2433.7,233.5,Nebraska
1132,NE,3.45,1977,1561000,199.4,3.9,18.1,64.7,112.7,3325.2,760.0,2316.1,249.1,Nebraska
1133,NE,3.15,1978,1565000,190.5,3.0,18.3,64.9,104.4,3250.7,746.8,2287.2,216.8,Nebraska
1134,NE,3.042,1979,1574000,225.9,4.1,21.5,73.5,126.8,3767.2,813.5,2680.7,272.9,Nebraska
1135,NE,3.9330000000000003,1980,1563921,224.6,4.4,23.2,82.2,114.7,4080.6,915.4,2921.6,243.6,Nebraska
1136,NE,4.2330000000000005,1981,1576000,181.5,3.1,20.5,70.7,87.2,3996.0,912.6,2875.9,207.5,Nebraska
1137,NE,5.642,1982,1586000,229.6,2.0,20.7,61.9,145.0,3721.2,811.3,2732.1,177.9,Nebraska
1138,NE,5.567,1983,1597000,217.7,2.6,21.2,49.8,144.0,3569.9,777.0,2631.6,161.4,Nebraska
1139,NE,4.475,1984,1606000,225.8,3.4,23.7,43.2,155.6,3270.6,643.8,2482.9,144.0,Nebraska
1140,NE,5.183,1985,1606000,237.9,2.9,23.4,48.5,163.1,3456.7,730.4,2570.2,156.0,Nebraska
1141,NE,5.025,1986,1598000,262.6,3.1,24.6,51.1,183.7,3593.1,748.2,2677.3,167.6,Nebraska
1142,NE,4.417,1987,1594000,251.2,3.5,21.6,47.1,179.0,3880.4,847.9,2866.5,165.9,Nebraska
1143,NE,3.592,1988,1601000,273.2,3.6,24.0,56.1,189.4,3866.8,765.2,2912.8,188.8,Nebraska
1144,NE,2.9419999999999997,1989,1611000,279.5,2.5,23.6,52.0,201.4,3812.1,745.5,2880.4,186.2,Nebraska
1145,NE,2.35,1990,1578385,330.0,2.7,30.0,51.1,246.2,3883.1,723.8,2981.1,178.2,Nebraska
1146,NE,2.667,1991,1593000,334.6,3.3,28.1,54.0,249.2,4019.5,726.6,3080.4,212.6,Nebraska
1147,NE,2.875,1992,1606000,348.6,4.2,31.4,56.7,256.2,3975.5,714.6,3060.0,200.8,Nebraska
1148,NE,2.775,1993,1607000,377.8,3.9,27.8,62.4,283.6,3903.2,663.5,2912.9,326.8,Nebraska
1149,NE,2.65,1994,1623000,389.5,3.1,30.8,75.4,280.2,4050.9,675.5,2991.2,384.2,Nebraska
1150,NE,2.65,1995,1637000,382.0,2.9,19.4,65.2,294.5,4162.5,631.9,3179.2,351.4,Nebraska
1151,NE,2.733,1996,1652000,434.7,2.9,27.1,63.7,341.1,4001.8,614.5,3045.7,342.0,Nebraska
1152,NE,2.492,1997,1657000,438.4,3.0,24.5,66.2,344.7,3845.3,592.2,2918.7,334.4,Nebraska
1153,NE,2.5580000000000003,1998,1663000,451.4,3.1,25.1,77.6,345.7,3953.8,634.0,2971.7,348.0,Nebraska
1154,NE,2.8,1999,1666028,430.2,3.6,24.8,75.9,325.9,3678.0,609.7,2741.8,326.5,Nebraska
1155,NE,2.825,2000,1711263,327.6,3.7,25.5,67.0,231.4,3767.9,592.0,2870.3,305.6,Nebraska
1156,NE,3.117,2001,1720039,303.1,2.5,25.1,65.6,210.0,4009.4,567.4,3064.6,377.3,Nebraska
1157,NE,3.65,2002,1727564,314.2,2.8,26.9,78.7,205.9,3946.5,597.9,2977.6,371.0,Nebraska
1158,NE,3.9419999999999997,2003,1737475,293.8,3.2,29.0,67.1,194.5,3751.9,583.2,2815.8,352.9,Nebraska
1159,NE,3.858,2004,1747704,308.6,2.3,35.5,65.1,205.7,3519.6,562.2,2654.9,302.5,Nebraska
1160,NE,3.8,2005,1758163,287.0,2.5,33.0,59.2,192.6,3432.0,535.1,2580.0,317.0,Nebraska
1161,NE,3.125,2006,1768331,293.9,2.9,32.6,64.2,194.1,3359.7,539.2,2528.4,292.1,Nebraska
1162,NE,2.992,2007,1774571,311.3,4.0,31.0,62.8,213.5,3142.4,509.1,2337.7,295.6,Nebraska
1163,NE,3.333,2008,1783432,312.3,3.9,33.7,72.7,202.0,2879.3,489.6,2152.8,236.9,Nebraska
1164,NE,4.625,2009,1796619,289.4,2.3,34.3,67.9,184.8,2768.0,485.7,2087.0,195.3,Nebraska
1165,NE,4.6419999999999995,2010,1830141,278.3,3.0,36.8,55.7,182.8,2667.9,454.5,2016.0,197.4,Nebraska
1166,NE,4.417,2011,1842234,253.6,3.7,37.9,53.9,158.1,2762.6,473.6,2066.0,223.0,Nebraska
1167,NE,4.008,2012,1855350,258.8,2.8,38.3,60.8,157.0,2759.7,471.3,2064.4,224.1,Nebraska
1168,NE,3.767,2013,1868969,264.8,3.0,33.2,55.4,161.1,2632.3,478.6,1915.0,238.7,Nebraska
1169,NE,3.275,2014,1881503,280.4,2.9,33.0,55.4,176.2,2523.5,422.5,1864.1,236.8,Nebraska
1170,NH,6.525,1976,822000,86.3,3.3,9.7,24.8,48.4,3525.1,937.5,2335.3,252.3,New Hampshire
1171,NH,5.457999999999999,1977,849000,113.1,3.2,10.7,23.2,76.0,3679.0,1041.7,2343.9,293.4,New Hampshire
1172,NH,3.825,1978,871000,118.8,1.4,9.4,26.3,81.7,3948.7,1159.7,2483.4,305.6,New Hampshire
1173,NH,3.208,1979,887000,139.9,2.4,17.1,28.6,91.8,4438.9,1199.0,2915.0,324.9,New Hampshire
1174,NH,4.525,1980,919114,179.8,2.5,17.3,42.0,118.0,4499.8,1312.9,2877.0,309.9,New Hampshire
1175,NH,5.167000000000001,1981,935000,147.1,2.9,16.5,35.8,91.9,4174.8,1186.1,2747.8,240.9,New Hampshire
1176,NH,6.792000000000001,1982,951000,124.8,2.2,16.2,33.9,72.6,3704.4,945.0,2535.8,223.7,New Hampshire
1177,NH,5.517,1983,959000,125.1,2.0,19.5,24.1,79.6,3231.2,821.9,2227.2,182.1,New Hampshire
1178,NH,4.292,1984,977000,133.9,1.0,20.7,23.2,88.9,3003.8,735.9,2079.2,188.6,New Hampshire
1179,NH,3.725,1985,998000,140.8,2.1,19.1,26.7,92.9,3111.1,762.3,2150.2,198.6,New Hampshire
1180,NH,2.792,1986,1027000,139.5,2.2,21.5,23.6,92.2,3190.6,755.0,2207.9,227.7,New Hampshire
1181,NH,2.3169999999999997,1987,1057000,149.6,3.0,26.6,26.5,93.5,3222.1,694.8,2310.9,216.5,New Hampshire
1182,NH,2.4,1988,1097000,147.9,2.3,25.2,21.1,99.4,3186.1,682.7,2275.7,227.7,New Hampshire
1183,NH,3.467,1989,1107000,168.5,3.3,29.5,23.8,111.8,3427.7,736.9,2446.9,244.0,New Hampshire
1184,NH,5.6579999999999995,1990,1109252,131.5,1.9,34.8,27.2,67.6,3513.7,735.5,2534.2,244.0,New Hampshire
1185,NH,7.3,1991,1105000,119.3,3.6,29.9,33.0,52.8,3328.5,735.4,2372.9,220.3,New Hampshire
1186,NH,7.2829999999999995,1992,1111000,125.7,1.6,38.2,33.0,52.9,2954.8,621.9,2138.1,194.9,New Hampshire
1187,NH,6.15,1993,1125000,137.8,2.0,44.4,27.3,64.1,2767.2,515.1,2058.0,194.0,New Hampshire
1188,NH,4.7330000000000005,1994,1137000,116.8,1.4,35.8,27.1,52.5,2624.2,463.9,1957.8,202.5,New Hampshire
1189,NH,3.975,1995,1148000,114.5,1.8,29.0,27.4,56.3,2540.9,418.6,1977.2,145.1,New Hampshire
1190,NH,3.825,1996,1162000,118.2,1.7,34.8,27.3,54.4,2705.3,435.7,2118.0,151.6,New Hampshire
1191,NH,3.325,1997,1173000,113.2,1.4,33.7,23.4,54.8,2526.4,393.2,1997.4,135.8,New Hampshire
1192,NH,2.825,1998,1185000,107.2,1.5,33.8,21.5,50.4,2312.7,325.1,1863.2,124.4,New Hampshire
1193,NH,2.708,1999,1201134,96.5,1.5,28.7,21.4,44.9,2185.2,307.9,1764.6,112.7,New Hampshire
1194,NH,2.658,2000,1235786,175.4,1.8,42.2,36.7,94.7,2257.8,404.0,1680.0,173.8,New Hampshire
1195,NH,3.4419999999999997,2001,1259359,170.2,1.3,36.4,35.3,97.2,2151.0,388.2,1592.9,169.9,New Hampshire
1196,NH,4.467,2002,1274405,161.3,0.9,35.0,32.4,93.0,2059.8,379.6,1527.6,152.5,New Hampshire
1197,NH,4.308,2003,1288705,150.3,1.3,34.0,37.2,77.8,2052.9,356.1,1546.8,150.0,New Hampshire
1198,NH,3.767,2004,1299169,169.5,1.3,35.9,38.5,93.8,2051.9,383.2,1518.1,150.6,New Hampshire
1199,NH,3.5580000000000003,2005,1306819,135.0,1.5,31.1,27.9,74.3,1839.0,320.8,1415.0,103.0,New Hampshire
1200,NH,3.425,2006,1314895,138.8,1.0,22.4,33.1,79.2,1981.9,334.2,1534.6,113.0,New Hampshire
1201,NH,3.525,2007,1315828,144.1,0.9,27.1,34.3,81.8,2005.9,385.6,1513.0,107.2,New Hampshire
1202,NH,3.85,2008,1315809,156.1,1.1,29.3,32.0,93.8,2157.4,324.2,1726.2,106.9,New Hampshire
1203,NH,6.225,2009,1324575,160.4,0.8,30.1,34.3,95.2,2173.5,371.1,1717.4,85.1,New Hampshire
1204,NH,5.832999999999999,2010,1316807,167.4,1.0,31.2,34.2,101.0,2219.8,413.4,1730.6,75.7,New Hampshire
1205,NH,5.392,2011,1317807,217.3,1.2,44.1,38.6,133.4,2485.6,473.8,1927.3,84.5,New Hampshire
1206,NH,5.5,2012,1321617,215.0,1.1,36.8,35.6,141.4,2426.9,453.1,1893.4,80.4,New Hampshire
1207,NH,5.092,2013,1322616,223.2,1.6,39.5,48.9,113.9,2213.6,376.5,1765.8,71.4,New Hampshire
1208,NH,4.275,2014,1326813,196.1,0.9,34.5,40.5,110.0,1962.7,313.7,1584.4,64.6,New Hampshire
1209,NJ,10.4,1976,7336000,396.8,5.2,19.9,200.3,171.4,5003.7,1504.2,2988.9,510.7,New Jersey
1210,NJ,9.367,1977,7329000,392.0,5.6,21.0,180.4,185.1,4721.8,1435.8,2774.5,511.5,New Jersey
1211,NJ,7.257999999999999,1978,7327000,423.5,5.4,23.6,192.6,201.9,4783.7,1456.3,2766.8,560.6,New Jersey
1212,NJ,6.925,1979,7332000,501.2,6.6,27.8,250.0,216.8,5319.4,1601.5,3021.7,696.2,New Jersey
1213,NJ,7.183,1980,7342164,604.4,6.9,30.7,303.7,263.0,5797.0,1878.2,3189.3,729.5,New Jersey
1214,NJ,7.45,1981,7401000,630.6,7.3,32.1,334.6,256.7,5549.2,1733.2,3132.6,683.3,New Jersey
1215,NJ,8.742,1982,7438000,607.4,6.5,28.9,307.6,264.4,5068.8,1430.7,3011.3,626.8,New Jersey
1216,NJ,8.033,1983,7468000,553.1,5.3,30.3,269.0,248.4,4610.3,1237.2,2768.9,604.3,New Jersey
1217,NJ,6.192,1984,7515000,527.7,5.3,32.5,242.4,247.4,4327.8,1062.8,2690.4,574.6,New Jersey
1218,NJ,5.625,1985,7562000,544.5,5.4,32.1,255.0,252.0,4549.9,1056.9,2828.7,664.3,New Jersey
1219,NJ,5.0169999999999995,1986,7620000,572.5,5.2,33.2,268.7,265.4,4668.8,1070.8,2822.5,775.5,New Jersey
1220,NJ,4.092,1987,7672000,541.0,4.6,33.4,232.8,270.3,4720.5,1008.8,2866.3,845.4,New Jersey
1221,NJ,3.8169999999999997,1988,7720000,582.8,5.3,33.7,245.2,298.6,4712.5,980.2,2837.9,894.4,New Jersey
1222,NJ,4.1,1989,7736000,609.0,5.1,31.7,273.3,299.0,4660.4,976.6,2764.7,919.2,New Jersey
1223,NJ,5.058,1990,7730188,647.6,5.6,29.8,301.0,311.1,4799.7,1017.2,2843.0,939.5,New Jersey
1224,NJ,6.7,1991,7760000,634.8,5.2,29.1,293.1,307.3,4796.5,1015.7,2854.9,925.9,New Jersey
1225,NJ,8.357999999999999,1992,7789000,625.8,5.1,30.7,285.2,304.8,4438.5,969.4,2653.6,815.6,New Jersey
1226,NJ,7.6,1993,7879000,626.9,5.3,28.1,296.0,297.5,4174.0,974.0,2486.1,714.0,New Jersey
1227,NJ,6.825,1994,7904000,614.2,5.0,24.9,288.0,296.2,4046.8,911.9,2474.9,660.0,New Jersey
